ts,floor,waypoint_x,waypoint_y,accel_1,accel_2,accel_3,accel_4,magnet_1,magnet_2,magnet_3,magnet_4,gyro_1,gyro_2,gyro_3,gyro_4,magnet_un_1,magnet_un_2,magnet_un_3,magnet_un_4,magnet_un_5,magnet_un_6,magnet_un_7,gyro_un_1,gyro_un_2,gyro_un_3,gyro_un_4,gyro_un_5,gyro_un_6,gyro_un_7,accel_un_1,accel_un_2,accel_un_3,accel_un_4,accel_un_5,accel_un_6,accel_un_7,wifi_1,wifi_2,wifi_3,wifi_4,wifi_ts_diff,beacon_1,beacon_2,beacon_3,beacon_4,beacon_5,beacon_6,beacon_7,beacon_ts_diff,rot_1,rot_2,rot_3,rot_4
1578483066040.0,0,141.92305,82.46128,-0.4814911,3.2071686,6.570465,2.0,35.188293,-28.770447,-24.246216,3.0,0.6266632,-0.08454895,0.3778534,3.0,33.99353,-24.281311,-363.82446,-1.1947632,4.4891357,-339.57825,3.0,0.5512085,-0.059295654,0.35595703,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.3559723,3.0910492,9.579987,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.039268315,0.13696174,0.8588507,3.0
1578483066061.0,0,141.92305,82.46128,0.05003357,3.2203217,6.499237,2.0,35.88257,-28.770447,-24.246216,3.0,0.2783203,-0.076553345,0.30595398,3.0,34.687805,-24.281311,-363.82446,-1.1947632,4.4891357,-339.57825,3.0,0.49102783,-0.082214355,0.34477234,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.4814911,3.2071686,6.570465,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.04536874,0.14432773,0.8580206,3.0
1578483066081.0,0,141.92305,82.46128,0.12185669,3.0305939,7.8765106,2.0,34.49402,-30.15747,-22.897339,3.0,-0.16590881,-0.04246521,0.21539307,3.0,33.299255,-25.668335,-362.4756,-1.1947632,4.4891357,-339.57825,3.0,0.028701782,-0.055038452,0.24942017,-0.009933472,0.0039367676,-0.0069885254,3.0,0.12185669,3.0305939,7.8765106,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05026767,0.14668658,0.8572054,3.0
1578483066101.0,0,141.92305,82.46128,-0.017608643,2.7450867,9.134659,2.0,35.88257,-29.464722,-22.897339,3.0,-0.3832245,-0.050460815,0.17385864,3.0,34.687805,-24.975586,-362.4756,-1.1947632,4.4891357,-339.57825,3.0,-0.31591797,-0.032669067,0.18070984,-0.009933472,0.0039367676,-0.0069885254,3.0,0.12185669,3.0305939,7.8765106,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.052096743,0.14431928,0.8577027,3.0
1578483066121.0,0,141.92305,82.46128,0.060806274,2.5080566,9.902603,2.0,36.575317,-28.076172,-24.92218,3.0,-0.44714355,-0.15219116,0.17811584,3.0,35.380554,-23.587036,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.43310547,-0.0859375,0.16526794,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.017608643,2.7450867,9.134659,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.052215673,0.13935582,0.8590655,3.0
1578483066141.0,0,141.92305,82.46128,0.19906616,2.3919373,10.492172,2.0,33.80127,-29.464722,-24.92218,3.0,-0.45565796,-0.29333496,0.18344116,3.0,32.606506,-24.975586,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.4703827,-0.22229004,0.17752075,-0.009933472,0.0039367676,-0.0069885254,3.0,0.060806274,2.5080566,9.902603,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05431773,0.12517215,0.86254674,3.0
1578483066161.0,0,141.92305,82.46128,0.4181366,2.28479,10.833954,2.0,34.49402,-28.770447,-24.92218,3.0,-0.37043762,-0.34927368,0.15361023,3.0,33.299255,-24.281311,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.43469238,-0.33361816,0.16526794,-0.009933472,0.0039367676,-0.0069885254,3.0,0.19906616,2.3919373,10.492172,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05431773,0.12517215,0.86254674,3.0
1578483066182.0,0,141.92305,82.46128,-0.0050354004,2.7630463,10.732193,2.0,33.80127,-27.383423,-24.92218,3.0,-0.19200134,-0.26937866,0.07052612,3.0,32.606506,-22.894287,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.30473328,-0.3165741,0.110946655,-0.009933472,0.0039367676,-0.0069885254,3.0,0.4181366,2.28479,10.833954,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.056379754,0.118783854,0.8638703,3.0
1578483066202.0,0,141.92305,82.46128,-0.40785217,2.9186554,10.24498,2.0,33.106995,-28.770447,-27.62146,3.0,0.06526184,-0.14900208,0.023651123,3.0,31.912231,-24.281311,-367.1997,-1.1947632,4.4891357,-339.57825,3.0,-0.07411194,-0.20845032,0.028915405,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.0050354004,2.7630463,10.732193,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.058139406,0.11676522,0.86404544,3.0
1578483066222.0,0,141.92305,82.46128,-0.78733826,2.885147,9.130478,2.0,33.80127,-28.770447,-24.92218,3.0,0.25646973,-0.09573364,0.015670776,3.0,32.606506,-24.281311,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,0.28276062,-0.077423096,0.0012054443,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.78733826,2.885147,9.130478,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.059475105,0.118358515,0.86390114,3.0
1578483066242.0,0,141.92305,82.46128,-0.86335754,2.8779602,8.572617,2.0,34.49402,-31.54602,-23.571777,3.0,0.27246094,-0.036071777,0.013534546,3.0,33.299255,-27.056885,-363.15002,-1.1947632,4.4891357,-339.57825,3.0,0.28276062,-0.077423096,0.0012054443,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.78733826,2.885147,9.130478,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06065759,0.12186905,0.8634729,3.0
1578483066262.0,0,141.92305,82.46128,-0.9411621,2.9276428,8.614517,2.0,35.188293,-27.383423,-24.92218,3.0,0.15261841,-0.006790161,0.03163147,3.0,33.99353,-22.894287,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,0.20872498,-0.0033721924,0.015060425,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.86335754,2.8779602,8.572617,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.060836792,0.12527244,0.86334157,3.0
1578483066282.0,0,141.92305,82.46128,-1.0124054,2.9024963,8.858124,2.0,33.80127,-28.770447,-24.92218,3.0,0.033843994,-0.03767395,0.06626892,3.0,32.606506,-24.281311,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.01763916,-0.05557251,0.092300415,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.0124054,2.9024963,8.858124,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06053245,0.12743108,0.8631319,3.0
1578483066303.0,0,141.92305,82.46128,-0.9477539,2.7845917,9.162796,2.0,33.106995,-28.770447,-25.596619,3.0,-0.03488159,-0.07922363,0.13923645,3.0,31.912231,-24.281311,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.01763916,-0.05557251,0.092300415,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.0124054,2.9024963,8.858124,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05956402,0.12831815,0.86457896,3.0
1578483066323.0,0,141.92305,82.46128,-0.5940094,2.6277618,9.271133,2.0,33.106995,-28.770447,-26.947021,3.0,-0.04232788,-0.09680176,0.23190308,3.0,31.912231,-24.281311,-366.52527,-1.1947632,4.4891357,-339.57825,3.0,-0.056533813,-0.08912659,0.17752075,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.9477539,2.7845917,9.162796,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.059779786,0.12780236,0.8660378,3.0
1578483066343.0,0,141.92305,82.46128,-0.054718018,2.3913422,9.221451,2.0,33.80127,-30.15747,-24.92218,3.0,-0.006652832,-0.06536865,0.29956055,3.0,32.606506,-25.668335,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.035217285,-0.08328247,0.26593018,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.054718018,2.3913422,9.221451,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.059779786,0.12780236,0.8660378,3.0
1578483066363.0,0,141.92305,82.46128,0.35888672,2.2650452,9.17836,2.0,33.106995,-30.851746,-25.596619,3.0,-0.0029144287,-0.040863037,0.29049683,3.0,31.912231,-26.36261,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.0362854,-0.02520752,0.25367737,-0.009933472,0.0039367676,-0.0069885254,3.0,0.35888672,2.2650452,9.17836,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.060466472,0.12693419,0.8677514,3.0
1578483066383.0,0,141.92305,82.46128,0.41874695,2.2734222,9.491394,2.0,33.80127,-29.464722,-25.596619,3.0,-0.06364441,-0.0259552,0.21806335,3.0,32.606506,-24.975586,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.0362854,-0.02520752,0.25367737,-0.009933472,0.0039367676,-0.0069885254,3.0,0.41874695,2.2734222,9.491394,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.061318025,0.12548164,0.86929446,3.0
1578483066404.0,0,141.92305,82.46128,0.28286743,2.4787292,9.7894745,2.0,33.106995,-29.464722,-24.92218,3.0,-0.13607788,-0.073898315,0.112594604,3.0,31.912231,-24.975586,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.11405945,-0.048110962,0.15620422,-0.009933472,0.0039367676,-0.0069885254,3.0,0.41874695,2.2734222,9.491394,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.061898354,0.12322238,0.8703349,3.0
1578483066424.0,0,141.92305,82.46128,0.053024292,2.845642,9.723038,2.0,33.80127,-31.54602,-25.596619,3.0,-0.109451294,-0.06323242,0.03643799,3.0,32.606506,-27.056885,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.0634613,-0.047058105,-0.0019836426,-0.009933472,0.0039367676,-0.0069885254,3.0,0.053024292,2.845642,9.723038,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06267669,0.12035148,0.8709634,3.0
1578483066444.0,0,141.92305,82.46128,-0.16963196,3.031189,9.23761,2.0,33.106995,-30.15747,-25.596619,3.0,-0.0002593994,-0.033416748,-0.016845703,3.0,31.912231,-25.668335,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,0.023895264,-0.0033874512,-0.04034424,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.16963196,3.031189,9.23761,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06303401,0.12126462,0.8705412,3.0
1578483066464.0,0,141.92305,82.46128,-0.18101501,3.0437622,8.882065,2.0,33.80127,-29.464722,-25.596619,3.0,0.038101196,0.02571106,-0.051986694,3.0,32.606506,-24.975586,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.0032653809,0.06373596,-0.083480835,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.18101501,3.0437622,8.882065,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06303401,0.12126462,0.8705412,3.0
1578483066484.0,0,141.92305,82.46128,-0.33963013,3.0575256,9.245392,2.0,33.80127,-30.15747,-26.271057,3.0,-0.04927063,0.08695984,-0.10258484,3.0,32.606506,-25.668335,-365.8493,-1.1947632,4.4891357,-339.57825,3.0,-0.11885071,0.107421875,-0.12768555,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.33963013,3.0575256,9.245392,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.06271761,0.122369945,0.8698607,3.0
1578483066504.0,0,141.92305,82.46128,-0.67840576,3.0299988,9.918762,2.0,34.49402,-28.770447,-24.92218,3.0,-0.1563263,0.11413574,-0.12495422,3.0,33.299255,-24.281311,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,-0.11885071,0.107421875,-0.12768555,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.33963013,3.0575256,9.245392,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.058626372,0.122457355,0.8688698,3.0
1578483066525.0,0,141.92305,82.46128,-0.96032715,3.0006561,10.325775,2.0,33.106995,-30.15747,-23.571777,3.0,-0.16004944,0.12904358,-0.096725464,3.0,31.912231,-25.668335,-363.15002,-1.1947632,4.4891357,-339.57825,3.0,-0.12631226,0.13618469,-0.0770874,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.96032715,3.0006561,10.325775,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.055951305,0.12279574,0.8689189,3.0
1578483066545.0,0,141.92305,82.46128,-1.1746216,2.9982605,10.294052,2.0,34.49402,-30.851746,-26.271057,3.0,-0.060440063,0.13757324,-0.036010742,3.0,33.299255,-26.36261,-365.8493,-1.1947632,4.4891357,-339.57825,3.0,-0.12631226,0.13618469,-0.0770874,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.96032715,3.0006561,10.325775,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05365967,0.12417592,0.86915153,3.0
1578483066565.0,0,141.92305,82.46128,-1.3607635,2.964157,10.044464,2.0,33.80127,-28.076172,-24.246216,3.0,0.036499023,0.13703918,0.037506104,3.0,32.606506,-23.587036,-363.82446,-1.1947632,4.4891357,-339.57825,3.0,0.058532715,0.13830566,0.0677948,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.3607635,2.964157,10.044464,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.051765922,0.12621658,0.86955583,3.0
1578483066585.0,0,141.92305,82.46128,-1.5002289,2.9910889,9.802643,2.0,34.49402,-30.15747,-24.92218,3.0,0.09030151,0.13490295,0.10887146,3.0,33.299255,-25.668335,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,0.098480225,0.14204407,0.13383484,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.5002289,2.9910889,9.802643,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05005166,0.12869875,0.8702746,3.0
1578483066605.0,0,141.92305,82.46128,-1.5421295,2.9898987,9.555435,2.0,35.188293,-30.851746,-24.92218,3.0,0.12438965,0.14450073,0.17172241,3.0,33.99353,-26.36261,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,0.098480225,0.14204407,0.13383484,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.5421295,2.9898987,9.555435,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.05005166,0.12869875,0.8702746,3.0
1578483066625.0,0,141.92305,82.46128,-1.4876556,2.964157,9.287888,2.0,34.49402,-30.851746,-24.92218,3.0,0.14675903,0.15194702,0.22499084,3.0,33.299255,-26.36261,-364.50043,-1.1947632,4.4891357,-339.57825,3.0,0.12882996,0.15376282,0.19296265,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.5421295,2.9898987,9.555435,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.048498042,0.13147904,0.8712143,3.0
1578483066646.0,0,141.92305,82.46128,-1.3805084,2.810913,9.162186,2.0,33.106995,-30.851746,-25.596619,3.0,0.13609314,0.15940857,0.2606659,3.0,31.912231,-26.36261,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,0.11071777,0.16600037,0.2627411,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.3805084,2.810913,9.162186,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.04711457,0.1342484,0.87233764,3.0
1578483066666.0,0,141.92305,82.46128,-1.1548615,2.5756989,9.165192,2.0,33.80127,-29.464722,-24.246216,3.0,0.0977478,0.1578064,0.26812744,3.0,32.606506,-24.975586,-363.82446,-1.1947632,4.4891357,-339.57825,3.0,0.11071777,0.16600037,0.2627411,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.3805084,2.810913,9.162186,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.045657527,0.13659249,0.8736717,3.0
1578483066686.0,0,141.92305,82.46128,-0.8070984,2.3823547,9.283096,2.0,32.414246,-30.15747,-23.571777,3.0,0.03703308,0.12904358,0.24150085,3.0,31.219482,-25.668335,-363.15002,-1.1947632,4.4891357,-339.57825,3.0,0.059051514,0.14949036,0.25102234,-0.009933472,0.0039367676,-0.0069885254,3.0,-1.1548615,2.5756989,9.165192,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.044253085,0.13801315,0.87498534,3.0
1578483066706.0,0,141.92305,82.46128,-0.61735535,2.2710266,9.480026,2.0,33.80127,-30.851746,-24.246216,3.0,-0.008773804,0.1109314,0.19090271,3.0,32.606506,-26.36261,-363.82446,-1.1947632,4.4891357,-339.57825,3.0,-0.0005950928,0.119659424,0.21107483,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.8070984,2.3823547,9.283096,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.04302727,0.1383858,0.87629724,3.0
1578483066726.0,0,141.92305,82.46128,-0.55570984,2.2440948,9.658997,2.0,33.80127,-31.54602,-25.596619,3.0,-0.015167236,0.118392944,0.13923645,3.0,32.606506,-27.056885,-365.17487,-1.1947632,4.4891357,-339.57825,3.0,-0.027770996,0.117004395,0.15727234,-0.009933472,0.0039367676,-0.0069885254,3.0,-0.61735535,2.2710266,9.480026,0.0,0.0,0.0,3.0,NULL,NULL,-51.0,2437.0,-1518.0,NULL,NULL,NULL,-59.0,-78.0,7.852880042745979,NULL,0.0,0.04177573,0.13827707,0.8773889,3.0
